image,label
img_0188.png,1
img_0189.png,0
img_0190.png,0
img_0191.png,0
img_0192.png,0
img_0193.png,0
img_0194.png,0
img_0195.png,0
img_0196.png,0
img_0197.png,0
img_0198.png,0
img_0199.png,1
img_0200.png,1
img_0201.png,1
img_0202.png,1
img_0203.png,1
img_0204.png,1
img_0205.png,1
img_0206.png,1
img_0207.png,1
img_0208.png,1
img_0209.png,1
img_0210.png,1
img_0211.png,1
img_0212.png,1
img_0213.png,1
img_0214.png,1
img_0215.png,1
img_0216.png,1
img_0217.png,1
img_0218.png,1
img_0219.png,1
img_0220.png,1
img_0221.png,1
img_0222.png,1
img_0223.png,1
img_0224.png,1
img_0225.png,1
img_0226.png,1
img_0227.png,1
img_0228.png,1
img_0229.png,1
img_0230.png,1
img_0231.png,0
img_0232.png,0
img_0233.png,0
img_0234.png,0
img_0235.png,0
img_0236.png,0
img_0237.png,0
img_0238.png,0
img_0239.png,0
img_0240.png,0
img_0241.png,0
img_0242.png,0
img_0243.png,0
img_0244.png,0
img_0245.png,0
img_0246.png,0
img_0247.png,0
img_0248.png,0
img_0249.png,0
img_0250.png,0
img_0251.png,0
img_0252.png,0
img_0253.png,1
img_0254.png,1
img_0255.png,1
img_0256.png,1
img_0257.png,0
img_0258.png,0
img_0259.png,0
img_0260.png,0
img_0261.png,0
img_0262.png,0
img_0263.png,0
img_0264.png,0
img_0265.png,0
img_0266.png,0
img_0267.png,0
img_0268.png,0
img_0269.png,0
img_0270.png,0
img_0271.png,0
img_0272.png,0
img_0273.png,0
img_0274.png,0
img_0275.png,0
img_0276.png,0
img_0277.png,0
img_0278.png,0
img_0279.png,0
img_0280.png,0
img_0281.png,0
img_0282.png,0
img_0283.png,0
img_0284.png,0
img_0285.png,0
img_0286.png,0
img_0287.png,0
img_0288.png,0
img_0289.png,0
img_0290.png,0
img_0291.png,0
img_0292.png,0
img_0293.png,0
img_0294.png,1
img_0295.png,1
img_0296.png,1
img_0297.png,1
img_0298.png,0
img_0299.png,0
img_0300.png,0
img_0301.png,0
img_0302.png,0
img_0303.png,0
img_0304.png,0
img_0305.png,0
img_0306.png,0
img_0307.png,0
img_0308.png,0
img_0309.png,0
img_0310.png,0
img_0311.png,0
img_0312.png,0
img_0313.png,0
img_0314.png,1
img_0315.png,1
img_0316.png,1
img_0317.png,1
img_0318.png,0
img_0319.png,0
img_0320.png,0
img_0321.png,0
img_0322.png,0
img_0323.png,0
img_0324.png,0
img_0325.png,0
img_0326.png,1
img_0327.png,1
img_0328.png,1
img_0329.png,1
img_0330.png,1
img_0331.png,1
img_0332.png,1
img_0333.png,1
img_0334.png,1
img_0335.png,1
img_0336.png,1
img_0337.png,1
img_0338.png,0
img_0339.png,0
img_0340.png,0
img_0341.png,0
img_0342.png,0
img_0343.png,0
img_0344.png,0
img_0345.png,0
img_0346.png,0
img_0347.png,0
img_0348.png,0
img_0349.png,0
img_0350.png,1
img_0351.png,1
img_0352.png,1
img_0353.png,1
img_0354.png,1
img_0355.png,1
img_0356.png,0
img_0357.png,0
img_0358.png,0
img_0359.png,0
img_0360.png,1
img_0361.png,1
img_0362.png,1
img_0363.png,1
img_0001_rot180.png,1
img_0001_mirror.png,1
img_0002_rot180.png,1
img_0002_mirror.png,1
img_0003_rot180.png,1
img_0003_mirror.png,1
img_0004_rot180.png,1
img_0004_mirror.png,1
img_0005_rot180.png,1
img_0005_mirror.png,1
img_0006_rot180.png,1
img_0006_mirror.png,1
img_0007_rot180.png,1
img_0007_mirror.png,1
img_0008_rot180.png,1
img_0008_mirror.png,1
img_0009_rot180.png,1
img_0009_mirror.png,1
img_0010_rot180.png,1
img_0010_mirror.png,1
img_0011_rot180.png,1
img_0011_mirror.png,1
img_0012_rot180.png,1
img_0012_mirror.png,1
img_0013_rot180.png,1
img_0013_mirror.png,1
img_0014_rot180.png,1
img_0014_mirror.png,1
img_0015_rot180.png,1
img_0015_mirror.png,1
img_0016_rot180.png,1
img_0016_mirror.png,1
img_0017_rot180.png,1
img_0017_mirror.png,1
img_0018_rot180.png,1
img_0018_mirror.png,1
img_0019_rot180.png,1
img_0019_mirror.png,1
img_0020_rot180.png,1
img_0020_mirror.png,1
img_0021_rot180.png,1
img_0021_mirror.png,1
img_0022_rot180.png,1
img_0022_mirror.png,1
img_0023_rot180.png,1
img_0023_mirror.png,1
img_0024_rot180.png,1
img_0024_mirror.png,1
img_0025_rot180.png,1
img_0025_mirror.png,1
img_0026_rot180.png,1
img_0026_mirror.png,1
img_0027_rot180.png,1
img_0027_mirror.png,1
img_0028_rot180.png,1
img_0028_mirror.png,1
img_0029_rot180.png,1
img_0029_mirror.png,1
img_0030_rot180.png,1
img_0030_mirror.png,1
img_0031_rot180.png,1
img_0031_mirror.png,1
img_0032_rot180.png,1
img_0032_mirror.png,1
img_0033_rot180.png,1
img_0033_mirror.png,1
img_0034_rot180.png,1
img_0034_mirror.png,1
img_0035_rot180.png,1
img_0035_mirror.png,1
img_0036_rot180.png,1
img_0036_mirror.png,1
img_0037_rot180.png,1
img_0037_mirror.png,1
img_0038_rot180.png,1
img_0038_mirror.png,1
img_0039_rot180.png,1
img_0039_mirror.png,1
img_0040_rot180.png,1
img_0040_mirror.png,1
img_0041_rot180.png,1
img_0041_mirror.png,1
img_0042_rot180.png,1
img_0042_mirror.png,1
img_0043_rot180.png,1
img_0043_mirror.png,1
img_0044_rot180.png,1
img_0044_mirror.png,1
img_0045_rot180.png,1
img_0045_mirror.png,1
img_0046_rot180.png,1
img_0046_mirror.png,1
img_0047_rot180.png,0
img_0047_mirror.png,0
img_0048_rot180.png,0
img_0048_mirror.png,0
img_0049_rot180.png,0
img_0049_mirror.png,0
img_0050_rot180.png,0
img_0050_mirror.png,0
img_0051_rot180.png,0
img_0051_mirror.png,0
img_0052_rot180.png,0
img_0052_mirror.png,0
img_0053_rot180.png,0
img_0053_mirror.png,0
img_0054_rot180.png,0
img_0054_mirror.png,0
img_0055_rot180.png,0
img_0055_mirror.png,0
img_0056_rot180.png,0
img_0056_mirror.png,0
img_0057_rot180.png,0
img_0057_mirror.png,0
img_0058_rot180.png,0
img_0058_mirror.png,0
img_0059_rot180.png,0
img_0059_mirror.png,0
img_0060_rot180.png,0
img_0060_mirror.png,0
img_0061_rot180.png,0
img_0061_mirror.png,0
img_0062_rot180.png,0
img_0062_mirror.png,0
img_0063_rot180.png,0
img_0063_mirror.png,0
img_0064_rot180.png,0
img_0064_mirror.png,0
img_0065_rot180.png,0
img_0065_mirror.png,0
img_0066_rot180.png,0
img_0066_mirror.png,0
img_0067_rot180.png,0
img_0067_mirror.png,0
img_0068_rot180.png,0
img_0068_mirror.png,0
img_0069_rot180.png,0
img_0069_mirror.png,0
img_0070_rot180.png,0
img_0070_mirror.png,0
img_0071_rot180.png,0
img_0071_mirror.png,0
img_0072_rot180.png,0
img_0072_mirror.png,0
img_0073_rot180.png,1
img_0073_mirror.png,1
img_0074_rot180.png,1
img_0074_mirror.png,1
img_0075_rot180.png,1
img_0075_mirror.png,1
img_0076_rot180.png,1
img_0076_mirror.png,1
img_0077_rot180.png,1
img_0077_mirror.png,1
img_0078_rot180.png,1
img_0078_mirror.png,1
img_0079_rot180.png,1
img_0079_mirror.png,1
img_0080_rot180.png,1
img_0080_mirror.png,1
img_0081_rot180.png,1
img_0081_mirror.png,1
img_0082_rot180.png,1
img_0082_mirror.png,1
img_0083_rot180.png,1
img_0083_mirror.png,1
img_0084_rot180.png,1
img_0084_mirror.png,1
img_0085_rot180.png,1
img_0085_mirror.png,1
img_0086_rot180.png,1
img_0086_mirror.png,1
img_0087_rot180.png,1
img_0087_mirror.png,1
img_0088_rot180.png,1
img_0088_mirror.png,1
img_0089_rot180.png,1
img_0089_mirror.png,1
img_0090_rot180.png,1
img_0090_mirror.png,1
img_0091_rot180.png,1
img_0091_mirror.png,1
img_0092_rot180.png,1
img_0092_mirror.png,1
img_0093_rot180.png,1
img_0093_mirror.png,1
img_0094_rot180.png,1
img_0094_mirror.png,1
img_0095_rot180.png,1
img_0095_mirror.png,1
img_0096_rot180.png,1
img_0096_mirror.png,1
img_0097_rot180.png,1
img_0097_mirror.png,1
img_0098_rot180.png,0
img_0098_mirror.png,0
img_0099_rot180.png,0
img_0099_mirror.png,0
img_0100_rot180.png,0
img_0100_mirror.png,0
img_0101_rot180.png,0
img_0101_mirror.png,0
img_0102_rot180.png,0
img_0102_mirror.png,0
img_0103_rot180.png,0
img_0103_mirror.png,0
img_0104_rot180.png,0
img_0104_mirror.png,0
img_0105_rot180.png,0
img_0105_mirror.png,0
img_0106_rot180.png,0
img_0106_mirror.png,0
img_0107_rot180.png,0
img_0107_mirror.png,0
img_0108_rot180.png,0
img_0108_mirror.png,0
img_0109_rot180.png,0
img_0109_mirror.png,0
img_0110_rot180.png,0
img_0110_mirror.png,0
img_0111_rot180.png,0
img_0111_mirror.png,0
img_0112_rot180.png,0
img_0112_mirror.png,0
img_0113_rot180.png,0
img_0113_mirror.png,0
img_0114_rot180.png,0
img_0114_mirror.png,0
img_0115_rot180.png,0
img_0115_mirror.png,0
img_0116_rot180.png,0
img_0116_mirror.png,0
img_0117_rot180.png,0
img_0117_mirror.png,0
img_0118_rot180.png,0
img_0118_mirror.png,0
img_0119_rot180.png,0
img_0119_mirror.png,0
img_0120_rot180.png,0
img_0120_mirror.png,0
img_0121_rot180.png,1
img_0121_mirror.png,1
img_0122_rot180.png,1
img_0122_mirror.png,1
img_0123_rot180.png,1
img_0123_mirror.png,1
img_0124_rot180.png,1
img_0124_mirror.png,1
img_0125_rot180.png,1
img_0125_mirror.png,1
img_0126_rot180.png,1
img_0126_mirror.png,1
img_0127_rot180.png,1
img_0127_mirror.png,1
img_0128_rot180.png,1
img_0128_mirror.png,1
img_0129_rot180.png,1
img_0129_mirror.png,1
img_0130_rot180.png,1
img_0130_mirror.png,1
img_0131_rot180.png,1
img_0131_mirror.png,1
img_0132_rot180.png,1
img_0132_mirror.png,1
img_0133_rot180.png,1
img_0133_mirror.png,1
img_0134_rot180.png,1
img_0134_mirror.png,1
img_0135_rot180.png,1
img_0135_mirror.png,1
img_0136_rot180.png,1
img_0136_mirror.png,1
img_0137_rot180.png,1
img_0137_mirror.png,1
img_0138_rot180.png,1
img_0138_mirror.png,1
img_0139_rot180.png,1
img_0139_mirror.png,1
img_0140_rot180.png,1
img_0140_mirror.png,1
img_0141_rot180.png,1
img_0141_mirror.png,1
img_0142_rot180.png,1
img_0142_mirror.png,1
img_0143_rot180.png,1
img_0143_mirror.png,1
img_0144_rot180.png,1
img_0144_mirror.png,1
img_0145_rot180.png,1
img_0145_mirror.png,1
img_0146_rot180.png,1
img_0146_mirror.png,1
img_0147_rot180.png,0
img_0147_mirror.png,0
img_0148_rot180.png,0
img_0148_mirror.png,0
img_0149_rot180.png,0
img_0149_mirror.png,0
img_0150_rot180.png,0
img_0150_mirror.png,0
img_0151_rot180.png,0
img_0151_mirror.png,0
img_0152_rot180.png,0
img_0152_mirror.png,0
img_0153_rot180.png,0
img_0153_mirror.png,0
img_0154_rot180.png,0
img_0154_mirror.png,0
img_0155_rot180.png,0
img_0155_mirror.png,0
img_0156_rot180.png,0
img_0156_mirror.png,0
img_0157_rot180.png,0
img_0157_mirror.png,0
img_0158_rot180.png,0
img_0158_mirror.png,0
img_0159_rot180.png,0
img_0159_mirror.png,0
img_0160_rot180.png,0
img_0160_mirror.png,0
img_0161_rot180.png,0
img_0161_mirror.png,0
img_0162_rot180.png,0
img_0162_mirror.png,0
img_0163_rot180.png,0
img_0163_mirror.png,0
img_0164_rot180.png,0
img_0164_mirror.png,0
img_0165_rot180.png,0
img_0165_mirror.png,0
img_0166_rot180.png,0
img_0166_mirror.png,0
img_0167_rot180.png,0
img_0167_mirror.png,0
img_0168_rot180.png,0
img_0168_mirror.png,0
img_0169_rot180.png,0
img_0169_mirror.png,0
img_0170_rot180.png,0
img_0170_mirror.png,0
img_0171_rot180.png,0
img_0171_mirror.png,0
img_0172_rot180.png,0
img_0172_mirror.png,0
img_0173_rot180.png,0
img_0173_mirror.png,0
img_0174_rot180.png,0
img_0174_mirror.png,0
img_0175_rot180.png,0
img_0175_mirror.png,0
img_0176_rot180.png,0
img_0176_mirror.png,0
img_0177_rot180.png,0
img_0177_mirror.png,0
img_0178_rot180.png,0
img_0178_mirror.png,0
img_0179_rot180.png,0
img_0179_mirror.png,0
img_0180_rot180.png,0
img_0180_mirror.png,0
img_0181_rot180.png,0
img_0181_mirror.png,0
img_0182_rot180.png,0
img_0182_mirror.png,0
img_0183_rot180.png,0
img_0183_mirror.png,0
img_0184_rot180.png,0
img_0184_mirror.png,0
img_0185_rot180.png,1
img_0185_mirror.png,1
img_0186_rot180.png,1
img_0186_mirror.png,1
img_0187_rot180.png,1
img_0187_mirror.png,1
img_0188_rot180.png,1
img_0188_mirror.png,1
img_0189_rot180.png,0
img_0189_mirror.png,0
img_0190_rot180.png,0
img_0190_mirror.png,0
img_0191_rot180.png,0
img_0191_mirror.png,0
img_0192_rot180.png,0
img_0192_mirror.png,0
img_0193_rot180.png,0
img_0193_mirror.png,0
img_0194_rot180.png,0
img_0194_mirror.png,0
img_0195_rot180.png,0
img_0195_mirror.png,0
img_0196_rot180.png,0
img_0196_mirror.png,0
img_0197_rot180.png,0
img_0197_mirror.png,0
img_0198_rot180.png,0
img_0198_mirror.png,0
img_0199_rot180.png,1
img_0199_mirror.png,1
img_0200_rot180.png,1
img_0200_mirror.png,1
img_0201_rot180.png,1
img_0201_mirror.png,1
img_0202_rot180.png,1
img_0202_mirror.png,1
img_0203_rot180.png,1
img_0203_mirror.png,1
img_0204_rot180.png,1
img_0204_mirror.png,1
img_0205_rot180.png,1
img_0205_mirror.png,1
img_0206_rot180.png,1
img_0206_mirror.png,1
img_0207_rot180.png,1
img_0207_mirror.png,1
img_0208_rot180.png,1
img_0208_mirror.png,1
img_0209_rot180.png,1
img_0209_mirror.png,1
img_0210_rot180.png,1
img_0210_mirror.png,1
img_0211_rot180.png,1
img_0211_mirror.png,1
img_0212_rot180.png,1
img_0212_mirror.png,1
img_0213_rot180.png,1
img_0213_mirror.png,1
img_0214_rot180.png,1
img_0214_mirror.png,1
img_0215_rot180.png,1
img_0215_mirror.png,1
img_0216_rot180.png,1
img_0216_mirror.png,1
img_0217_rot180.png,1
img_0217_mirror.png,1
img_0218_rot180.png,1
img_0218_mirror.png,1
img_0219_rot180.png,1
img_0219_mirror.png,1
img_0220_rot180.png,1
img_0220_mirror.png,1
img_0221_rot180.png,1
img_0221_mirror.png,1
img_0222_rot180.png,1
img_0222_mirror.png,1
img_0223_rot180.png,1
img_0223_mirror.png,1
img_0224_rot180.png,1
img_0224_mirror.png,1
img_0225_rot180.png,1
img_0225_mirror.png,1
img_0226_rot180.png,1
img_0226_mirror.png,1
img_0227_rot180.png,1
img_0227_mirror.png,1
img_0228_rot180.png,1
img_0228_mirror.png,1
img_0229_rot180.png,1
img_0229_mirror.png,1
img_0230_rot180.png,1
img_0230_mirror.png,1
img_0231_rot180.png,0
img_0231_mirror.png,0
img_0232_rot180.png,0
img_0232_mirror.png,0
img_0233_rot180.png,0
img_0233_mirror.png,0
img_0234_rot180.png,0
img_0234_mirror.png,0
img_0235_rot180.png,0
img_0235_mirror.png,0
img_0236_rot180.png,0
img_0236_mirror.png,0
img_0237_rot180.png,0
img_0237_mirror.png,0
img_0238_rot180.png,0
img_0238_mirror.png,0
img_0239_rot180.png,0
img_0239_mirror.png,0
img_0240_rot180.png,0
img_0240_mirror.png,0
img_0241_rot180.png,0
img_0241_mirror.png,0
img_0242_rot180.png,0
img_0242_mirror.png,0
img_0243_rot180.png,0
img_0243_mirror.png,0
img_0244_rot180.png,0
img_0244_mirror.png,0
img_0245_rot180.png,0
img_0245_mirror.png,0
img_0246_rot180.png,0
img_0246_mirror.png,0
img_0247_rot180.png,0
img_0247_mirror.png,0
img_0248_rot180.png,0
img_0248_mirror.png,0
img_0249_rot180.png,0
img_0249_mirror.png,0
img_0250_rot180.png,0
img_0250_mirror.png,0
img_0251_rot180.png,0
img_0251_mirror.png,0
img_0252_rot180.png,0
img_0252_mirror.png,0
img_0253_rot180.png,1
img_0253_mirror.png,1
img_0254_rot180.png,1
img_0254_mirror.png,1
img_0255_rot180.png,1
img_0255_mirror.png,1
img_0256_rot180.png,1
img_0256_mirror.png,1
img_0257_rot180.png,0
img_0257_mirror.png,0
img_0258_rot180.png,0
img_0258_mirror.png,0
img_0259_rot180.png,0
img_0259_mirror.png,0
img_0260_rot180.png,0
img_0260_mirror.png,0
img_0261_rot180.png,0
img_0261_mirror.png,0
img_0262_rot180.png,0
img_0262_mirror.png,0
img_0263_rot180.png,0
img_0263_mirror.png,0
img_0264_rot180.png,0
img_0264_mirror.png,0
img_0265_rot180.png,0
img_0265_mirror.png,0
img_0266_rot180.png,0
img_0266_mirror.png,0
img_0267_rot180.png,0
img_0267_mirror.png,0
img_0268_rot180.png,0
img_0268_mirror.png,0
img_0269_rot180.png,0
img_0269_mirror.png,0
img_0270_rot180.png,0
img_0270_mirror.png,0
img_0271_rot180.png,0
img_0271_mirror.png,0
img_0272_rot180.png,0
img_0272_mirror.png,0
img_0273_rot180.png,0
img_0273_mirror.png,0
img_0274_rot180.png,0
img_0274_mirror.png,0
img_0275_rot180.png,0
img_0275_mirror.png,0
img_0276_rot180.png,0
img_0276_mirror.png,0
img_0277_rot180.png,0
img_0277_mirror.png,0
img_0278_rot180.png,0
img_0278_mirror.png,0
img_0279_rot180.png,0
img_0279_mirror.png,0
img_0280_rot180.png,0
img_0280_mirror.png,0
img_0281_rot180.png,0
img_0281_mirror.png,0
img_0282_rot180.png,0
img_0282_mirror.png,0
img_0283_rot180.png,0
img_0283_mirror.png,0
img_0284_rot180.png,0
img_0284_mirror.png,0
img_0285_rot180.png,0
img_0285_mirror.png,0
img_0286_rot180.png,0
img_0286_mirror.png,0
img_0287_rot180.png,0
img_0287_mirror.png,0
img_0288_rot180.png,0
img_0288_mirror.png,0
img_0289_rot180.png,0
img_0289_mirror.png,0
img_0290_rot180.png,0
img_0290_mirror.png,0
img_0291_rot180.png,0
img_0291_mirror.png,0
img_0292_rot180.png,0
img_0292_mirror.png,0
img_0293_rot180.png,0
img_0293_mirror.png,0
img_0294_rot180.png,1
img_0294_mirror.png,1
img_0295_rot180.png,1
img_0295_mirror.png,1
img_0296_rot180.png,1
img_0296_mirror.png,1
img_0297_rot180.png,1
img_0297_mirror.png,1
img_0298_rot180.png,0
img_0298_mirror.png,0
img_0299_rot180.png,0
img_0299_mirror.png,0
img_0300_rot180.png,0
img_0300_mirror.png,0
img_0301_rot180.png,0
img_0301_mirror.png,0
img_0302_rot180.png,0
img_0302_mirror.png,0
img_0303_rot180.png,0
img_0303_mirror.png,0
img_0304_rot180.png,0
img_0304_mirror.png,0
img_0305_rot180.png,0
img_0305_mirror.png,0
img_0306_rot180.png,0
img_0306_mirror.png,0
img_0307_rot180.png,0
img_0307_mirror.png,0
img_0308_rot180.png,0
img_0308_mirror.png,0
img_0309_rot180.png,0
img_0309_mirror.png,0
img_0310_rot180.png,0
img_0310_mirror.png,0
img_0311_rot180.png,0
img_0311_mirror.png,0
img_0312_rot180.png,0
img_0312_mirror.png,0
img_0313_rot180.png,0
img_0313_mirror.png,0
img_0314_rot180.png,1
img_0314_mirror.png,1
img_0315_rot180.png,1
img_0315_mirror.png,1
img_0316_rot180.png,1
img_0316_mirror.png,1
img_0317_rot180.png,1
img_0317_mirror.png,1
img_0318_rot180.png,0
img_0318_mirror.png,0
img_0319_rot180.png,0
img_0319_mirror.png,0
img_0320_rot180.png,0
img_0320_mirror.png,0
img_0321_rot180.png,0
img_0321_mirror.png,0
img_0322_rot180.png,0
img_0322_mirror.png,0
img_0323_rot180.png,0
img_0323_mirror.png,0
img_0324_rot180.png,0
img_0324_mirror.png,0
img_0325_rot180.png,0
img_0325_mirror.png,0
img_0326_rot180.png,1
img_0326_mirror.png,1
img_0327_rot180.png,1
img_0327_mirror.png,1
img_0328_rot180.png,1
img_0328_mirror.png,1
img_0329_rot180.png,1
img_0329_mirror.png,1
img_0330_rot180.png,1
img_0330_mirror.png,1
img_0331_rot180.png,1
img_0331_mirror.png,1
img_0332_rot180.png,1
img_0332_mirror.png,1
img_0333_rot180.png,1
img_0333_mirror.png,1
img_0334_rot180.png,1
img_0334_mirror.png,1
img_0335_rot180.png,1
img_0335_mirror.png,1
img_0336_rot180.png,1
img_0336_mirror.png,1
img_0337_rot180.png,1
img_0337_mirror.png,1
img_0338_rot180.png,0
img_0338_mirror.png,0
img_0339_rot180.png,0
img_0339_mirror.png,0
img_0340_rot180.png,0
img_0340_mirror.png,0
img_0341_rot180.png,0
img_0341_mirror.png,0
img_0342_rot180.png,0
img_0342_mirror.png,0
img_0343_rot180.png,0
img_0343_mirror.png,0
img_0344_rot180.png,0
img_0344_mirror.png,0
img_0345_rot180.png,0
img_0345_mirror.png,0
img_0346_rot180.png,0
img_0346_mirror.png,0
img_0347_rot180.png,0
img_0347_mirror.png,0
img_0348_rot180.png,0
img_0348_mirror.png,0
img_0349_rot180.png,0
img_0349_mirror.png,0
img_0350_rot180.png,1
img_0350_mirror.png,1
img_0351_rot180.png,1
img_0351_mirror.png,1
img_0352_rot180.png,1
img_0352_mirror.png,1
img_0353_rot180.png,1
img_0353_mirror.png,1
img_0354_rot180.png,1
img_0354_mirror.png,1
img_0355_rot180.png,1
img_0355_mirror.png,1
img_0356_rot180.png,0
img_0356_mirror.png,0
img_0357_rot180.png,0
img_0357_mirror.png,0
img_0358_rot180.png,0
img_0358_mirror.png,0
img_0359_rot180.png,0
img_0359_mirror.png,0
img_0360_rot180.png,1
img_0360_mirror.png,1
img_0361_rot180.png,1
img_0361_mirror.png,1
img_0362_rot180.png,1
img_0362_mirror.png,1
img_0363_rot180.png,1
img_0363_mirror.png,1
